bookID,title,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher
32275,River Out of Eden: A Darwinian View of Life,Richard Dawkins/Lalla Ward,3.98,0465069908,9780465069903,en-US,172,5891,192,8/23/1996,HarperCollinsPublishers
32276,Dragons of Eden: Speculations on the Evolution of Human Intelligence,Carl Sagan,4.18,0345346297,9780345346292,eng,271,15444,475,12/12/1986,Ballantine Books
32277,Eden: It's an Endless World  Volume 1 (Eden: It's an Endless World  #1),Hiroki Endo,3.97,1593074069,9781593074067,eng,216,1848,66,11/15/2005,Dark Horse Manga
32281,Demonic Males: Apes and the Origins of Human Violence,Richard W. Wrangham/Dale Peterson,4.03,0395877431,9780395877432,en-US,368,686,64,11/14/1997,Mariner Books
32286,A Mad People's History of Madness,Dale Peterson,4.33,0822953315,9780822953319,eng,384,9,0,3/15/1982,University of Pittsburgh Press
32289,A Primate's Memoir: A Neuroscientist's Unconventional Life Among the Baboons,Robert M. Sapolsky,4.35,0743202414,9780743202411,eng,304,5040,590,3/12/2002,Scribner
32295,Blame It on the Brain: Distinguishing Chemical Imbalances  Brain Disorders  and Disobedience,Edward T. Welch,4.05,0875526020,9780875526027,eng,204,534,50,6/1/1998,P & R Publishing
32298,Blame!  Vol. 7,Tsutomu Nihei,4.30,1595328408,9781595328403,eng,210,785,13,2/1/2007,TokyoPop
32300,The Berenstain Bears and the Blame Game,Stan Berenstain/Jan Berenstain,3.87,0679887431,9780679887430,en-US,32,745,28,10/7/1997,Random House Books for Young Readers
32302,Blame!  Vol. 8,Tsutomu Nihei,4.26,1595328416,9781595328410,eng,216,762,13,5/1/2007,TokyoPop
32303,The New Don't Blame Mother: Mending the Mother-Daughter Relationship,Paula J. Caplan,3.88,0415926300,9780415926300,eng,320,5,0,3/25/2000,Routledge
32307,Blame It on Paris,Laura Florand,3.53,0765315084,9780765315083,eng,384,358,63,10/3/2006,Forge Books
32313,No Wind of Blame (Inspector Hemingway #1),Georgette Heyer,3.78,0099493675,9780099493679,eng,352,96,17,9/7/2006,Arrow
32316,Uncle John's Presents Blame It on the Weather: Amazing Weather Facts,David W. Phillips/Michael Parfit/Suzanne Chisholm/Bathroom Readers' Institute,3.57,1571458689,9781571458681,eng,240,7,1,11/1/2002,Portable Press
32317,Who's To Blame (Sweet Valley High  #66),Francine Pascal/Kate William,3.36,0553285556,9780553285550,eng,152,406,5,6/1/1990,Bantam
32323,Blame! #1,Tsutomu Nihei,4.10,2723431029,9782723431026,fre,245,18,5,3/20/2000,Glénat
32328,Air Gear  Vol. 2 (Air Gear  #2),Oh! Great/大暮 維人,4.04,034549279X,9780345492791,eng,224,686,8,10/31/2006,Del Rey
32329,Air Gear  Vol. 3 (Air Gear  #3),Oh! Great/大暮 維人,4.09,0345492803,9780345492807,eng,224,609,3,1/30/2007,Del Rey
32330,Air Gear  Vol. 1 (Air Gear  #1),Oh! Great/大暮 維人,3.92,0345492781,9780345492784,eng,224,1875,37,7/25/2006,Del Rey
32331,Air Gear  Vol. 4 (Air Gear  #4),Oh! Great/大暮 維人,4.07,0345492811,9780345492814,en-GB,224,467,2,5/1/2007,Del Rey
32338,Fire in the Minds of Men: Origins of the Revolutionary Faith,James H. Billington,4.54,0765804719,9780765804716,eng,677,96,9,1/1/1980,Basic Books
32349,Mutant Message Down Under,Marlo Morgan,3.79,0060723513,9780060723514,eng,187,11224,1249,5/25/2004,Harper Perennial
32350,Mutants & Masterminds: RPG,Steve Kenson/Ramón Pérez,3.81,1932442529,9781932442526,eng,253,305,8,11/1/2005,Green Ronin Publishing
32351,Mutants: On Genetic Variety and the Human Body,Armand Marie Leroi,4.05,0142004820,9780142004821,eng,448,3040,200,1/25/2005,Penguin Books
32353,The New Mutants Classic  Vol. 1,Chris Claremont/Bob McLeod,3.75,0785121943,9780785121947,eng,240,697,43,5/3/2006,Marvel
32358,James Dean: The Mutant King: A Biography,David Dalton,4.07,155652398X,9781556523984,eng,384,491,29,9/1/2001,Chicago Review Press
32370,Dry,Augusten Burroughs,4.03,0312423799,9780312423797,eng,293,77100,3112,4/1/2004,Picador USA
32373,Yes  Your Teen Is Crazy!: Loving Your Kid Without Losing Your Mind,Michael J. Bradley,4.29,0936197447,9780936197449,en-US,332,792,138,11/8/2002,Harbor Press
32386,El Retrato De Dorian Gray,Oscar Wilde,4.08,849531178X,9788495311788,spa,251,43,5,4/7/2006,Mestas Ediciones
32396,Henry IV  Part 1,William Shakespeare/Barbara A. Mowat/Paul Werstine,3.83,0743485041,9780743485043,eng,336,1604,146,1/1/2005,Simon  Schuster
32398,Henry IV  Part 2,William Shakespeare/Barbara A. Mowat/Paul Werstine,3.80,074348505X,9780743485050,eng,400,692,89,1/1/2006,Simon  Schuster
32400,Henry IV  part II,William Shakespeare,3.80,0141016701,9780141016702,eng,336,22,4,4/26/2005,Penguin UK
32401,King Henry IV  Part 2,William Shakespeare/Arthur Raleigh Humphreys,3.80,1904271065,9781904271062,eng,336,262,21,10/12/1967,Bloomsbury Arden Shakespeare
32408,Piccole donne,Louisa May Alcott/Jame's Prunier/Laura Cangemi,3.98,8838461139,9788838461132,ita,288,83,5,4/15/2001,Piemme
32410,I Henry IV,William Shakespeare/Gordon McMullan,3.83,0393979318,9780393979312,en-US,432,89,11,4/22/2003,W. W. Norton & Company
32413,Collected Plays: Henry IV  The Man with the Flower in His Mouth  Right You Are,Luigi Pirandello/Henry Reed,3.92,0714541109,9780714541105,eng,236,12,1,7/1/1987,Riverrun Press (New York  NY)
32414,Henry IV  Parts I & II,William Shakespeare/Ronald K. Levao,3.85,032118274X,9780321182746,en-US,400,58,2,12/1/2006,Pearson
32417,Black Sunday,Thomas  Harris,3.60,0451217411,9780451217417,eng,311,6969,173,11/1/2005,NAL
32418,Hannibal (Hannibal Lecter  #3),Thomas  Harris,3.76,0099297701,9780099297703,eng,564,71712,2120,5/18/2000,Arrow
32419,The Hannibal Lecter Trilogy,Thomas  Harris,4.42,0434009059,9780434009053,eng,1222,808,29,11/3/2005,William Heinemann Ltd.
32421,Velocity,Dean Koontz,3.86,0553588257,9780553588255,eng,460,53394,1527,4/25/2006,Bantam
32422,Hideaway,Dean Koontz,3.84,0425203891,9780425203897,eng,413,30539,453,7/5/2005,Berkley
32424,Lightning,Dean Koontz,4.06,0425192032,9780425192030,eng,384,49312,1644,9/2/2003,Berkley
32426,Icebound,David Axton/Dean Koontz,3.76,0553582909,9780553582901,eng,408,17062,358,9/5/2000,Bantam
32427,The Servants of Twilight / Darkfall / Phantoms,Dean Koontz/Leigh Nichols,4.24,0517064871,9780517064870,eng,752,3336,24,7/27/1991,Wings
32428,Shadow Fires,Leigh Nichols/Dean Koontz,3.78,0425136981,9780425136980,eng,528,9553,167,6/1/1993,Berkley
32430,The Bad Place,Dean R. Koontz,3.90,0425195481,9780425195482,eng,417,30574,519,7/6/2004,Berkley
32432,Fear Nothing (Moonlight Bay  #1),Dean Koontz,4.00,0553579754,9780553579758,eng,448,31462,833,12/1/1998,Bantam Books
32433,The Key to Midnight,Dean Koontz/Leigh Nichols,3.95,0425147517,9780425147511,eng,419,24594,239,6/1/1995,Berkley Books
32434,Mr. Murder,Dean Koontz,3.76,0425210758,9780425210758,eng,493,22577,448,7/5/2006,Berkley
32435,Phantoms,Dean Koontz,3.94,0425181103,9780425181102,eng,448,61123,1047,2/5/2002,Berkley
32437,The Face,Dean Koontz,3.71,0553584480,9780553584486,eng,649,18747,559,4/27/2004,Bantam
32438,Shattered,Dean Koontz,3.90,0425099334,9780425099339,eng,289,19637,228,2/15/1985,Berkley
32439,Intensity,Dean Koontz,4.04,0553582917,9780553582918,eng,436,65221,2345,10/31/2000,Bantam
32441,The Good Guy,Dean Koontz,3.82,0553804812,9780553804812,eng,386,29967,1317,5/29/2007,Bantam
32443,The Eyes of Darkness,Leigh Nichols/Dean Koontz,3.88,0425153975,9780425153970,eng,366,16242,298,7/1/1996,Berkley
32446,The Door to December,Richard Paige/Dean Koontz,3.95,0451205421,9780451205421,eng,518,32385,581,6/1/2002,Berkley Books
32453,The Servants of Twilight,Leigh Nichols/Dean Koontz,3.83,0747236380,9780747236382,eng,499,15666,209,5/16/1991,Headline Feature
32456,Darkfall,Dean Koontz,3.82,0425214591,9780425214596,eng,371,17016,364,2/6/2007,Berkley
32461,Ghosts and Grisly Things,Ramsey Campbell/Jack Dann/Dennis Etchison,3.73,0312867573,9780312867577,en-US,300,202,14,10/11/2001,Tor Books
32483,Shakespeare: The Biography,Peter Ackroyd,3.99,140007598X,9781400075980,eng,608,1541,131,11/14/2006,Anchor
32484,The Necessary Shakespeare,William Shakespeare,4.31,0321272501,9780321272508,eng,896,91,10,8/27/2004,Longman Publishing Group
32487,Shakespeare After All,Marjorie Garber,4.38,0385722141,9780385722148,eng,1008,852,62,9/20/2005,Anchor Books
32488,Playing Shakespeare: An Actor's Guide,John   Barton/Luann Walther,4.35,0385720858,9780385720854,eng,288,456,27,8/21/2001,Anchor
32498,John Grisham Value Collection: A Time to Kill  The Firm  The Client,John Grisham/Michael Beck/Blair Brown/D.W. Moffett,4.50,0739312642,9780739312643,eng,0,476,9,6/1/2004,Random House Audio
32499,The Pelican Brief,John Grisham,4.00,0385339704,9780385339704,eng,400,340714,1942,4/25/2006,Delta
32500,The Harry Bosch Novels  Volume 1: The Black Echo / The Black Ice / The Concrete Blonde (Harry Bosch #1-3),Michael Connelly,4.34,0316154970,9780316154970,eng,794,2023,83,10/22/2001,Little  Brown & Company
32501,Echo Park (Harry Bosch  #12; Harry Bosch Universe  #16),Michael Connelly,4.12,0316734950,9780316734950,eng,405,36333,1511,10/9/2006,Little  Brown & Company
32502,Angels Flight (Harry Bosch  #6; Harry Bosch Universe  #7),Michael Connelly,4.18,0446607274,9780446607278,eng,454,33730,1309,1/5/2000,Warner Books (NY)
32503,The Harry Bosch Novels  Volume 2: The Last Coyote / Trunk Music / Angels Flight (Harry Bosch  #4-6),Michael Connelly,4.49,0316614564,9780316614566,eng,821,2026,27,11/3/2003,Little  Brown and Company
32505,The Closers (Harry Bosch  #11; Harry Bosch Universe  #14),Michael Connelly,4.13,0446699551,9780446699556,eng,432,29913,1282,10/2/2006,Grand Central Publishing
32506,The Poet (Jack McEvoy  #1; Harry Bosch Universe  #5),Michael Connelly,4.20,0446690457,9780446690454,eng,510,64309,2025,7/1/2002,Grand Central Publishing
32507,Chasing the Dime,Michael Connelly,3.96,044661162X,9780446611626,eng,448,26998,828,9/1/2003,Warner Books
32508,The Black Echo (Harry Bosch  #1; Harry Bosch Universe  #1),Michael Connelly,4.10,0446612731,9780446612739,eng,482,125864,3198,12/1/2002,Grand Central Publishing
32509,Tales From Shakespeare,Charles Lamb/Mary Lamb/Arthur Rackham,3.96,1853261408,9781853261404,eng,278,117,11,8/5/1994,Wordsworth Editions
32510,Shakespeare's Champion (Lily Bard  #2),Charlaine Harris,3.83,0425213102,9780425213100,eng,214,13896,537,12/5/2006,Berkley Books
32511,Will in the World: How Shakespeare Became Shakespeare,Stephen Greenblatt,3.94,0393050572,9780393050578,en-US,430,421,70,9/30/2004,W.W. Norton & Company (NY/London)
32514,Sonnets,William Shakespeare/Barbara A. Mowat/Paul Werstine,4.25,0671722875,9780671722876,eng,391,701,41,2/1/2004,Simon  Schuster
32516,Shakespeare's Trollop (Lily Bard  #4),Charlaine Harris,3.87,0425196992,9780425196991,eng,194,12212,367,5/4/2004,Berkley
32517,Shakespeare's Kitchen: Renaissance Recipes for the Contemporary Cook,Francine Segan/Tim Turner/Patrick O'Connell,4.01,0375509178,9780375509179,eng,288,111,13,10/14/2003,Random House
32520,Sonnets,William Shakespeare/Stephen  Booth,4.25,0300085060,9780300085068,eng,583,104,6,7/11/2000,Yale University Press
32522,The Art of Shakespeare's Sonnets,Helen Vendler,4.30,0674637127,9780674637122,eng,692,613,25,11/1/1999,Belknap Press of Harvard University Press
32523,Hide (Detective D.D. Warren  #2),Lisa Gardner,4.16,0553804324,9780553804324,eng,375,26891,1501,1/30/2007,Bantam Books
32527,Alone (Detective D.D. Warren  #1),Lisa Gardner/Anna Fields,3.96,0553584537,9780553584530,eng,451,44349,1850,12/27/2005,Bantam
32530,The Third Victim (Quincy & Rainie  #2),Lisa Gardner,4.16,0553578685,9780553578683,eng,384,24599,518,1/30/2001,Bantam
32532,On Becoming a Novelist,John Gardner/Raymond Carver,4.11,0393320030,9780393320039,eng,150,2316,204,10/17/1999,W. W. Norton & Company
32533,The Art of Fiction: Notes on Craft for Young Writers,John Gardner,4.00,0679734031,9780679734031,eng,224,5019,408,6/4/1991,Vintage
32534,October Light,John Gardner/Tom Bissell,3.88,0811216373,9780811216371,eng,399,843,61,10/17/2005,New Directions
32537,Excellence,John W. Gardner,3.82,0393312879,9780393312874,eng,176,49,8,4/17/1995,W. W. Norton  Company
32540,Conversations with Bernard Malamud (Literary Conversations),J. Michael Lennon/Lawrence M. Lasher,4.00,0878054898,9780878054893,eng,156,0,0,4/28/1991,University Press of Mississippi
32552,Essential Tales and Poems,Edgar Allan Poe/Benjamin F. Fisher,4.36,1593080646,9781593080648,en-US,688,66382,109,10/25/2004,Barnes  Noble Classics
32558,Poetry  Tales and Selected Essays,Edgar Allan Poe/Gary Richard Thompson/G.R. Thompson/Patrick F. Quinn,4.41,1883011388,9781883011383,eng,1520,170,13,10/1/1996,Library of America
32560,The Complete Stories,Franz Kafka/Nahum N. Glatzer/John Updike,4.35,0805208739,9780805208733,eng,488,168,12,11/14/1995,Schocken Books
32561,The Sons,Franz Kafka/Edwin Muir/Willa Muir/Eithne Wilkins/Ernst Kaiser/Mark Anderson/Arthur S. Wensinger,3.95,0805208860,9780805208863,eng,167,529,37,8/5/1989,Schocken
32572,The Metamorphosis and Other Stories,Franz Kafka/Donna Freed/Jason Baker,4.03,1593081804,9781593081805,eng,191,132,19,9/20/2004,Barnes  Noble Classics
32574,The Metamorphosis And Other Stories,Franz Kafka/Joachim Neugroschel,4.03,0684194260,9780684194264,eng,227,61,6,12/1/1993,Scribner Book Company
32576,Metamorphosis (Star Trek: The Next Generation),Jean Lorrah,3.72,0671684027,9780671684020,eng,371,1399,49,3/1/1990,Pocket Books
32578,Lolita,Richard Corliss,3.89,0851703682,9780851703688,eng,96,475,23,12/27/1994,British Film Institute
32579,Lolita: The Screenplay,Vladimir Nabokov,3.87,0679772553,9780679772552,eng,240,281,18,8/26/1997,Vintage
32581,Lolita,Vladimir Nabokov/Martin Amis,3.89,0679410430,9780679410430,eng,335,1965,295,3/9/1993,Everyman's Library
32584,Mysteries,Knut Hamsun/Sverre Lyngstad,4.09,0141186186,9780141186184,en-US,313,282,37,1/1/2001,Penguin Classics
32585,Hunger,Knut Hamsun/George Egerton,4.05,0486431681,9780486431680,eng,134,28153,1372,11/17/2003,Dover Publications
32588,Victoria,Knut Hamsun/Oliver Stallybrass,3.74,1557131775,9781557131775,eng,155,47,7,10/1/1994,Sun & Moon Press
32589,The Wanderer,Knut Hamsun/Oliver Stallybrass/Gunnvor Stallybrass,3.96,0285647873,9780285647879,eng,164,696,25,4/30/2001,Condor Books
32590,Pan,Knut Hamsun/Sverre Lyngstad,3.90,0141180676,9780141180670,eng,181,5833,255,9/1/1998,Penguin Classics
32591,The Last Joy,Knut Hamsun/Sverre Lyngstad,3.77,1931243190,9781931243193,eng,250,129,8,7/1/2002,Green Integer
32592,In Wonderland,Knut Hamsun/Sverre Lyngstad,3.60,0970312555,9780970312556,nor,185,86,8,9/1/2003,Ig Publishing
32609,Guilty as Charged,Scott Turow/Sarah Shankman/Jay Brandon/Jeremiah Healy/Ed Gorman/John Jakes/Maynard F. Thomson/Lia Matera/Susan Dunlap/Bill Pronzini/John Lutz/Andrew Klavan/Marcia Muller/Stuart M. Kaminsky/Carolyn Wheat/Stan Washburn/Valerie Frankel,3.76,0671519166,9780671519162,eng,10,149,2,10/1/1996,Pocket Books
32610,On the Shoulders of Giants: The Great Works of Physics and Astronomy,Stephen Hawking/Isaac Newton/Nicolaus Copernicus/Albert Einstein/Johannes Kepler/Galileo Galilei,4.20,0762427329,9780762427321,eng,256,4151,33,1/1/2006,Penguin Books
32625,Visions of Heaven and Hell,Clive Barker,4.32,0847827372,9780847827374,eng,352,661,20,9/27/2005,Rizzoli
32626,Books of Blood: Volumes One to Three (Books of Blood #1-3),Clive Barker,4.18,0425165582,9780425165584,eng,507,22863,491,10/1/1998,Berkley Books
32627,Everville (Book of the Art #2),Clive Barker,4.03,0060933151,9780060933159,eng,697,8829,157,11/3/1999,HarperPerennial
32628,The Great and Secret Show (Book of the Art #1),Clive Barker,4.05,006093316X,9780060933166,eng,658,25955,518,11/3/1999,HarperPerennial
32636,Abarat: Days of Magic  Nights of War,Clive Barker,4.20,0060596384,9780060596385,eng,569,12118,292,9/26/2006,HarperCollins
32637,Imajica: The Reconciliation,Clive Barker,4.42,0061094153,9780061094156,eng,544,2583,30,5/10/1995,HarperTorch
32639,Sacrament,Clive Barker,3.75,0006482643,9780006482642,eng,594,3942,106,5/1/1997,Harper Voyager
32640,The Inhuman Condition (Books of Blood  #4),Clive Barker,3.96,0743417348,9780743417341,eng,180,6294,111,3/1/2001,Pocket Books
32649,Notebook of a Return to the Native Land,Aimé Césaire/Annette Smith/Clayton Eshleman,4.09,0819564524,9780819564528,eng,66,941,49,9/24/2001,Wesleyan University Press
32650,The Return of the Native,Thomas Hardy/Alexander Theroux,3.86,037575718X,9780375757181,eng,448,29586,981,2/13/2001,Modern Library
32656,The Return of the Native,Thomas Hardy/Phillip Mallett,3.86,0393927873,9780393927870,eng,552,44,5,2/14/2006,W. W. Norton & Company
32664,The Stephen King Collection: Stories from Night Shift,Stephen King/John  Glover,4.00,0553527401,9780553527407,eng,9,662,23,5/2/2000,Random House Audio
32667,Blood and Smoke,Stephen King,3.92,0671046179,9780671046170,eng,4,6221,155,1/1/2000,Simon & Schuster Audio
32668,LT's Theory of Pets,Stephen King,3.69,074352005X,9780743520058,eng,1,2824,140,8/1/2001,Simon  Schuster Audio
32679,Carretera maldita,Richard Bachman/Stephen King/Joseph M. Apfelbäume,3.60,8401474728,9788401474729,spa,362,336,37,2/1/1999,Plaza & Janés Editores  S.A.
32680,Silver Bullet,Stephen King/Bernie Wrightson,3.64,0451821289,9780451821287,en-US,255,3551,33,11/12/1985,Signet
32682,Patriot Games (Jack Ryan  #1),Tom Clancy,4.14,0425134350,9780425134351,eng,503,170797,984,5/1/1992,Berkley
32686,Legends,Robert Silverberg/Stephen King/Robert Jordan/Terry Goodkind/Anne McCaffrey/Orson Scott Card/Tad Williams/George R.R. Martin/Raymond E. Feist/Terry Pratchett/Ursula K. Le Guin,3.92,0765300354,9780765300355,en-US,717,339,25,9/8/2001,Tor Books
32689,Bare Bones: Conversations on Terror with Stephen King,Tim Underwood/Chuck Miller/Stephen King,4.17,0446390577,9780446390576,eng,224,3162,28,7/1/1989,Warner
32691,Four Past Midnight,Stephen King,3.93,0451213599,9780451213594,eng,768,1430,42,3/2/2004,Signet
32692,Gerald's Game,Stephen King,3.51,0831727527,9780831727529,eng,332,117178,2678,9/1/1992,Smithmark Publishers
32694,Faithful: Two Diehard Boston Red Sox Fans Chronicle the Historic 2004 Season,Stewart O'Nan/Stephen King,3.83,0743267532,9780743267533,eng,445,4321,164,9/6/2005,Scribner
32695,El talismán,Stephen King/Peter Straub/Pilar Giralt Gorina,4.13,8408042432,9788408042433,spa,375,12,1,7/1/2003,Planeta Publishing
32696,El umbral de la noche,Stephen King/Gregorio Vlastelica/Eduardo Goligorsky,4.00,8497594290,9788497594295,spa,417,79,11,4/30/2004,Debolsillo
32702,Rabia,Richard Bachman/Stephen King/Hernán Sabaté Vargas,3.78,8427011504,9788427011502,spa,203,91,22,9/1/1987,Martínez Roca
32703,The Diary of Ellen Rimbauer: My Life at Rose Red,Joyce Reardon/Steven Rimbauer/Ridley Pearson,3.67,0786890436,9780786890439,eng,277,7852,352,4/29/2001,Hyperion
32709,Now and on Earth,Jim Thompson/Stephen King,3.70,0679740139,9780679740131,eng,320,339,21,2/1/1994,Vintage
32714,The Monkey,Stephen King/David Purdham,3.77,0394299035,9780394299037,eng,2,801,44,10/28/1989,Random House Audio
32715,Desperation / The Regulators: Box Set,Stephen King/Richard Bachman,4.07,067077605X,9780670776054,eng,1075,3231,72,10/1/1996,Viking Adult
32720,Ojos de fuego,Stephen King/Eduardo Goligorsky,3.88,0609810871,9780609810873,spa,528,353,29,9/4/2001,Plaza y Janés
32737,Tevye's Daughters: Collected Stories of Sholom Aleichem,Sholom Aleichem/Frances Butwin,4.17,1929068034,9781929068036,eng,302,146,13,11/1/1999,Sholom Aleichem Family Publications
32741,Favorite Tales of Sholom Aleichem,Sholom Aleichem/Ben Shahn/Frances Butwin/Julius Butwin,4.26,0517412942,9780517412947,en-US,692,66,6,11/18/1990,Avenel Books
32750,Brown Girl  Brownstones,Paule Marshall/Mary Helen Washington/Edwidge Danticat,4.07,1558614982,9781558614987,eng,324,2466,107,8/1/2006,Feminist Press
32760,V.,Thomas Pynchon,3.96,3499137305,9783499137303,ger,544,46,4,8/1/1994,Rowohlt
32765,Gimpel the Fool: And Other Stories,Isaac Bashevis Singer/Saul Bellow,4.16,0374500525,9780374500528,eng,205,37,4,12/31/1988,Farrar Straus Giroux
32767,At the Mountains of Madness,H.P. Lovecraft/China Miéville/S.T. Joshi,3.88,0812974417,9780812974416,eng,224,24866,1608,6/14/2005,Modern Library
32768,At the Mountains of Madness and Other Novels,H.P. Lovecraft/James Turner/S.T. Joshi/August Derleth,4.44,0870540386,9780870540387,eng,458,486,20,12/1/1985,Arkham House Publishers
32769,At the Mountains of Madness and Other Tales of Terror,H.P. Lovecraft,4.25,0345329457,9780345329455,eng,184,21719,491,9/13/1991,Del Rey Books
32773,Mountain Madness (Wilderness  #24),David   Robbins/David Thompson,4.45,0843943998,9780843943993,eng,170,22,2,6/1/1998,Leisure Books
32774,At the Mountains of Madness and Other Novels of Terror,H.P. Lovecraft/August Derleth/E. Hoffmann Price,4.44,0007127774,9780007127771,eng,552,29,5,6/17/2002,Voyager
32778,The Aeneid,Virgil/Robert Fitzgerald,3.84,0679413359,9780679413356,eng,483,184,21,6/30/1992,Everyman's Library
32779,The Aeneid (Verse Translation),Virgil/Rolfe Humphries,3.84,0024277800,9780024277800,en-US,368,19,2,1/15/1987,Prentice Hall/Scribner/Macmillan
32780,The Iliad,Homer/Andrew Lang,3.86,1904633382,9781904633389,eng,542,64,8,9/1/2011,Collector's Library
32781,War and the Iliad,Simone Weil/Rachel Bespaloff/Mary McCarthy/Christopher E.G. Benfey/Hermann Broch,4.04,1590171454,9781590171455,eng,121,532,57,3/31/2005,NYRB Classics
32782,The Iliad,Homer/Victor G. Ambrus/Nick McCarty,3.86,0753453215,9780753453216,eng,95,8,3,9/15/2000,Kingfisher
32807,Trojan Odyssey (Dirk Pitt  #17),Clive Cussler,3.94,0425199320,9780425199329,eng,463,15118,318,12/1/2004,G.P. Putnam's Sons
32810,The Divine Comedy II: Purgatory,Dante Alighieri/Dorothy L. Sayers/C.W. Scott-Giles,4.02,0140440461,9780140440461,en-US,388,369,33,8/30/1981,Penguin Classics
32811,The Divine Comedy,Dante Alighieri/C.H. Sisson/David H. Higgins,4.07,0192835025,9780192835024,en-US,735,177,10,6/18/1998,Oxford University Press
32812,Paradiso (The Divine Comedy  #3),Dante Alighieri/Dorothy L. Sayers/Barbara Reynolds,3.95,0140441050,9780140441055,eng,400,11566,222,7/30/1962,Penguin Classics
32813,Modern Reader's Guide to Dante's the Divine Comedy,Joseph Gallagher,4.49,0764804944,9780764804946,eng,256,29,2,5/10/1999,Liguori Publications
32814,The Canterbury Tales,Geoffrey Chaucer/Nevill Coghill,3.49,0140440224,9780140440225,eng,489,1050,74,7/30/1970,Penguin Books
32816,The Canterbury Tales: Fifteen Tales and the General Prologue,Geoffrey Chaucer/V.A. Kolve/Glending Olson,3.95,0393925870,9780393925876,enm,600,1149,41,8/1/2005,W. W. Norton & Company
32823,Fanning the Flame: Bible  Cross  and Mission,Chris    Green/Chris Wright/Paul Douglas Gardner,5.00,0310249872,9780310249870,eng,336,1,1,6/17/2003,Zondervan
32827,From the Earth to the Moon (Extraordinary Voyages  #4),Jules Verne,3.78,1598184547,9781598184549,eng,136,17325,421,10/1/2006,Aegypan
32828,The Mammoth Book of New Jules Verne Adventures: Return to the Center of the Earth and Other Extraordinary Voyages  New Tales by the Heirs of Jules Verne,Mike Ashley/Eric Brown/Keith Brooke/Johan Heliot/Kevin J. Anderson/Sarah A. Hoyt/Justina Robson/Adam Roberts/Paul Di Filippo/Tim Lebbon/Molly Brown/Tony Ballantyne/Stephen Baxter/Richard A. Lupoff/Sharan Newman/Michael Pagel/Liz Williams/Brian Stableford/James Lovegrove/Ian Watson/Peter Criwther/Laurent Genefirt/F. Gwynplaine MacIntyre/Michael Mallory,3.63,0786714956,9780786714957,eng,498,28,4,2/15/2005,Running Press
32829,Journey to the Center of the Earth (Extraordinary Voyages  #3),Jules Verne,3.86,0553213970,9780553213973,eng,240,107189,2510,4/25/2006,Bantam
32830,20 000 Leagues Under The Sea,Pauline Francis/Jules Verne,3.76,0237526883,9780237526887,eng,48,563,32,8/1/2004,Evans Brothers
32831,The Mysterious Island (Extraordinary Voyages  #12),Jules Verne/Caleb Carr/Jordan Stump,4.11,0812972120,9780812972122,eng,723,30022,948,4/27/2004,Modern Library
32832,The Lighthouse at the End of the World,Jules Verne,3.64,1589630947,9781589630949,eng,260,1752,40,3/20/2001,Fredonia Books (NL)
32833,The World of Jules Verne,Gonzague Saint Bris/Arthur C. Clarke/Stéphane Heuet/Helen Marx/Saint-Bris Gonzague,4.00,1885586426,9781885586421,eng,85,3,1,11/1/2006,Helen Marx Books
32835,The End of Nana Sahib: The Steam House (Extraordinary Voyages  #20),Jules Verne/Agnes D. Kingston,3.59,1410103277,9781410103277,eng,276,199,9,7/19/2003,Fredonia Books (NL)
32836,Around the World in Eighty Days,Jules Verne/Herbert R. Lottman/Jacqueline Rogers,3.93,0451529774,9780451529770,eng,236,156,17,6/7/2005,Signet
32843,Around the World in Eighty Days,Jules Verne/George M. Towle/Bruce Sterling,3.93,0812968565,9780812968569,eng,211,778,35,12/30/2003,Modern Library
32844,The Mysterious Island,Jules Verne/Jordan Stump/Caleb Carr,4.11,0812966422,9780812966428,eng,630,114,14,12/10/2002,Modern Library
32849,Adrift in the Pacific: Two Years Holiday (Extraordinary Voyages  #32),Jules Verne,3.99,1410102157,9781410102157,eng,300,1956,39,4/24/2003,Fredonia Books (NL)
32854,Final Payments,Mary Gordon,3.69,0307276783,9780307276780,eng,304,551,78,6/6/2006,Anchor
32872,Sliver of Truth (Ridley Jones #2),Lisa Unger,3.68,0307338460,9780307338464,eng,308,3015,347,1/2/2007,Shaye Areheart Books
32880,The Mothman Prophecies,John A. Keel,3.54,0340824468,9780340824467,eng,352,117,16,3/7/2002,Hodder & Stoughton
32884,Intimate Communion: Awakening Your Sexual Essence,David Deida/Lorrie Bortner,3.99,155874374X,9781558743748,eng,270,265,26,11/1/1995,Health Communications
32893,Letter to a Man in the Fire: Does God Exist and Does He Care?,Reynolds Price,3.70,0684856271,9780684856278,eng,112,113,22,10/17/2000,Scribner
32899,The Promise of Rest,Reynolds Price/Mary Bess Engel,4.00,0684825104,9780684825106,eng,368,253,16,11/5/1996,Scribner
32900,Perfect Match,Jodi Picoult,3.95,0743418727,9780743418720,eng,368,213,33,5/1/2002,Atria Books
32913,Demon Box,Ken Kesey,3.56,0140085300,9780140085303,eng,400,1418,55,8/4/1987,Penguin Books
32915,Sailor Song,Ken Kesey,3.58,0140139974,9780140139976,eng,533,2015,105,7/1/1993,Penguin Books
