"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
2269,"RMGCU","RMG Acquisition Corp. III","Financial","Shell Companies","USA",603.15,,9.99,0.00%,918
2270,"RMI","RiverNorth Opportunistic Municipal Income Fund, Inc.","Financial","Closed-End Fund - Debt","USA",95.54,,14.99,-0.60%,41184
2271,"RMM","Rivernorth Managed Duration Municipal Income Fund Inc.","Financial","Asset Management","USA",267.27,,13.54,-1.38%,104209
2272,"RMNI","Rimini Street, Inc.","Technology","Software - Application","USA",485.73,9.59,5.65,3.29%,306168
2273,"RMR","The RMR Group Inc.","Real Estate","Real Estate Services","USA",836.34,12.10,26.16,1.79%,203147
2274,"RMT","Royce Micro-Cap Trust, Inc.","Financial","Closed-End Fund - Equity","USA",403.47,3.05,8.72,2.83%,148897
2275,"RNA","Avidity Biosciences, Inc.","Healthcare","Biotechnology","USA",745.78,,14.09,0.36%,2486576
2276,"RNAZ","TransCode Therapeutics, Inc. Common Stock","Healthcare","Biotechnology","USA",14.17,,1.08,0.19%,6160
2277,"RNER","Mount Rainier Acquisition Corp.","Financial","Shell Companies","USA",223.94,,10.11,0.00%,0
2278,"RNGR","Ranger Energy Services, Inc.","Energy","Oil & Gas Equipment & Services","USA",252.31,73.67,10.24,-0.39%,8666
2279,"RNLX","Renalytix Plc","Healthcare","Health Information Services","USA",54.13,,1.45,36.79%,803682
2280,"RNP","Cohen & Steers REIT and Preferred Income Fund, Inc.","Financial","Closed-End Fund - Debt","USA",992.84,55.19,20.86,2.96%,149153
2281,"RNST","Renasant Corporation","Financial","Banks - Regional","USA",1930.13,13.15,35.17,0.51%,347170
2282,"RNXT","RenovoRx, Inc.","Healthcare","Biotechnology","USA",19.15,,1.96,8.29%,7401
2283,"ROAD","Construction Partners, Inc.","Industrials","Engineering & Construction","USA",1576.81,102.42,30.93,3.90%,155788
2284,"ROOT","Root, Inc.","Financial","Insurance - Property & Casualty","USA",104.97,,7.30,12.14%,269479
2285,"RPHM","Reneo Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",78.52,,2.93,1.74%,122836
2286,"RPID","Rapid Micro Biosystems, Inc.","Healthcare","Medical Devices","USA",138.65,,3.12,-1.89%,6349
2287,"RPTX","Repare Therapeutics Inc.","Healthcare","Biotechnology","Canada",551.49,,13.56,0.59%,57462
2288,"RRAC","Rigel Resource Acquisition Corp.","Financial","Shell Companies","USA",379.12,,10.11,0.00%,290578
2289,"RRGB","Red Robin Gourmet Burgers, Inc.","Consumer Cyclical","Restaurants","USA",132.24,,8.27,2.61%,323453
2290,"RSI","Rush Street Interactive, Inc.","Consumer Cyclical","Gambling","USA",888.84,,4.17,5.57%,522349
2291,"RSSS","Research Solutions, Inc.","Technology","Information Technology Services","USA",55.17,,2.05,0.99%,3659
2292,"RSVR","Reservoir Media, Inc.","Communication Services","Entertainment","USA",328.89,22.76,5.28,-1.31%,86709
2293,"RUTH","Ruth's Hospitality Group, Inc.","Consumer Cyclical","Restaurants","USA",662.47,16.21,19.74,3.89%,350636
2294,"RVLP","RVL Pharmaceuticals plc","Healthcare","Biotechnology","USA",173.45,,1.76,4.14%,179408
2295,"RVLV","Revolve Group, Inc.","Consumer Cyclical","Internet Retail","USA",1723.81,20.82,23.63,6.11%,1555642
2296,"RVP","Retractable Technologies, Inc.","Healthcare","Medical Instruments & Supplies","USA",79.06,2.68,2.45,0.00%,23263
2297,"RVPH","Reviva Pharmaceuticals Holdings, Inc.","Healthcare","Biotechnology","USA",88.69,,3.70,21.71%,740049
2298,"RVSB","Riverview Bancorp, Inc.","Financial","Banks - Regional","USA",152.51,7.12,6.66,1.06%,10537
2299,"RWAY","Runway Growth Finance Corp.","Financial","Credit Services","USA",482.64,14.20,12.00,0.00%,88055
2300,"RXST","RxSight, Inc.","Healthcare","Medical Devices","USA",316.28,,11.32,5.30%,45677
2301,"RYAM","Rayonier Advanced Materials Inc.","Basic Materials","Chemicals","USA",225.58,,3.89,5.99%,246223
2302,"RYI","Ryerson Holding Corporation","Industrials","Metal Fabrication","USA",1138.63,2.50,33.09,0.21%,186322
2303,"RYTM","Rhythm Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",1266.83,,24.32,4.38%,913811
2304,"RZLT","Rezolute, Inc.","Healthcare","Biotechnology","USA",80.62,,1.93,4.32%,3714
2305,"SACH","Sachem Capital Corp.","Real Estate","REIT - Mortgage","USA",150.64,8.57,3.84,0.79%,193875
2306,"SAFE","Safehold Inc.","Real Estate","REIT - Diversified","USA",1650.73,17.96,27.79,7.50%,285899
2307,"SAI","SAI.TECH Global Corporation","Financial","Capital Markets","Singapore",33.79,,2.71,-4.91%,62514
2308,"SAL","Salisbury Bancorp, Inc.","Financial","Banks - Regional","USA",140.81,9.13,25.01,0.04%,2515
2309,"SALM","Salem Media Group, Inc.","Communication Services","Broadcasting","USA",50.96,1.05,1.91,2.14%,40817
2310,"SAMA","Schultze Special Purpose Acquisition Corp. II","Financial","Shell Companies","USA",205.26,,9.95,0.20%,80262
2311,"SAMG","Silvercrest Asset Management Group Inc.","Financial","Asset Management","USA",246.97,7.71,17.38,0.70%,19866
2312,"SANG","Sangoma Technologies Corporation","Technology","Software - Infrastructure","Canada",106.77,,5.61,2.95%,310
2313,"SAR","Saratoga Investment Corp.","Financial","Asset Management","USA",259.20,15.66,21.80,2.83%,44231
2314,"SASR","Sandy Spring Bancorp, Inc.","Financial","Banks - Regional","USA",1572.25,7.75,33.87,1.29%,126054
2315,"SATS","EchoStar Corporation","Technology","Communication Equipment","USA",1505.55,25.63,18.61,1.03%,171643
2316,"SAVA","Cassava Sciences, Inc.","Healthcare","Biotechnology","USA",1334.32,,34.31,0.70%,897519
2317,"SBCF","Seacoast Banking Corporation of Florida","Financial","Banks - Regional","USA",1857.11,16.17,30.34,-0.36%,715091
2318,"SBEV","Splash Beverage Group, Inc.","Consumer Defensive","Beverages - Brewers","USA",45.20,,1.10,-1.78%,221985
2319,"SBFG","SB Financial Group, Inc.","Financial","Banks - Regional","USA",120.07,9.11,16.84,-1.49%,1118
2320,"SBGI","Sinclair Broadcast Group, Inc.","Communication Services","Broadcasting","USA",1369.38,0.57,19.41,1.36%,384261
2321,"SBI","Western Asset Intermediate Muni Fund Inc.","Financial","Asset Management","USA",101.25,16.34,7.19,0.42%,43596
2322,"SBIG","SpringBig Holdings, Inc.","Technology","Software - Application","USA",31.88,,1.38,32.69%,41407
2323,"SBOW","SilverBow Resources, Inc.","Energy","Oil & Gas E&P","USA",730.62,6.75,33.00,5.80%,327395
2324,"SBSI","Southside Bancshares, Inc.","Financial","Banks - Regional","USA",1070.84,9.89,33.02,-8.40%,260070
2325,"SBT","Sterling Bancorp, Inc. (Southfield, MI)","Financial","Banks - Regional","USA",308.38,15.01,6.17,0.33%,25030
2326,"SBTX","Silverback Therapeutics, Inc.","Healthcare","Biotechnology","USA",225.95,,6.13,5.15%,306580
2327,"SCD","LMP Capital and Income Fund Inc.","Financial","Closed-End Fund - Equity","USA",207.88,9.67,11.90,1.54%,25859
2328,"SCHL","Scholastic Corporation","Communication Services","Publishing","USA",1279.70,23.90,38.28,3.10%,411869
2329,"SCHN","Schnitzer Steel Industries, Inc.","Basic Materials","Steel","USA",750.11,4.34,29.37,-0.91%,268338
2330,"SCKT","Socket Mobile, Inc.","Technology","Computer Hardware","USA",15.71,9.13,2.20,5.26%,17131
2331,"SCLEU","Broadscale Acquisition Corp.","Financial","Shell Companies","USA",432.56,181.82,10.00,0.81%,2332
2332,"SCM","Stellus Capital Investment Corporation","Financial","Asset Management","USA",263.67,8.87,13.49,4.49%,58340
2333,"SCOA","ScION Tech Growth I","Financial","Shell Companies","United Kingdom",718.72,22.65,10.01,0.00%,7712
2334,"SCOAU","ScION Tech Growth I","Financial","Shell Companies","United Kingdom",730.86,33.65,10.13,1.18%,250
2335,"SCPH","scPharmaceuticals Inc.","Healthcare","Biotechnology","USA",150.43,,5.48,2.24%,131197
2336,"SCPL","SciPlay Corporation","Communication Services","Electronic Gaming & Multimedia","USA",1701.90,18.58,13.60,2.33%,191959
2337,"SCSC","ScanSource, Inc.","Technology","Electronics & Computer Distribution","USA",739.52,8.70,29.94,2.71%,159694
2338,"SCTL","Societal CDMO, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic","USA",96.87,,1.70,0.00%,40653
2339,"SCU","Sculptor Capital Management, Inc.","Financial","Asset Management","USA",553.90,,9.67,4.09%,89477
2340,"SCUA","Sculptor Acquisition Corp I","Financial","Shell Companies","USA",290.09,14.60,10.09,0.00%,0
2341,"SCVL","Shoe Carnival, Inc.","Consumer Cyclical","Apparel Retail","USA",662.16,5.52,24.00,5.59%,298357
2342,"SCWX","SecureWorks Corp.","Technology","Software - Infrastructure","USA",685.65,,8.18,0.86%,38683
2343,"SCX","The L.S. Starrett Company","Industrials","Tools & Accessories","USA",64.24,4.29,8.61,2.51%,4277
2344,"SCYX","SCYNEXIS, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic","USA",79.89,,2.34,5.41%,239137
2345,"SD","SandRidge Energy, Inc.","Energy","Oil & Gas E&P","USA",681.39,4.69,18.74,4.69%,435359
2346,"SDGR","Schrodinger, Inc.","Healthcare","Health Information Services","USA",1586.24,,22.68,3.75%,391857
2347,"SEED","Origin Agritech Limited","Basic Materials","Agricultural Inputs","China",62.28,,10.45,-3.60%,15807
2348,"SEER","Seer, Inc.","Healthcare","Biotechnology","USA",448.80,,7.30,5.19%,310948
2349,"SELF","Global Self Storage, Inc.","Real Estate","REIT - Industrial","USA",56.22,19.68,4.98,-0.40%,89868
2350,"SEMR","Semrush Holdings, Inc.","Technology","Software - Application","USA",1700.50,,12.05,4.06%,83306
2351,"SERA","Sera Prognostics, Inc.","Healthcare","Diagnostics & Research","USA",50.07,,1.58,8.97%,6900
2352,"SEV","Sono Group N.V.","Consumer Cyclical","Auto Manufacturers","Germany",141.85,,1.62,4.52%,1097245
2353,"SEVN","Seven Hills Realty Trust","Real Estate","REIT - Mortgage","USA",137.04,3.39,9.31,-0.32%,48871
2354,"SFE","Safeguard Scientifics, Inc.","Financial","Asset Management","USA",57.30,,3.50,0.00%,2931
2355,"SGA","Saga Communications, Inc.","Communication Services","Broadcasting","USA",139.49,11.95,24.05,0.63%,4485
2356,"SGBX","SG Blocks, Inc.","Industrials","Metal Fabrication","USA",20.42,,1.63,3.16%,32723
2357,"SGC","Superior Group of Companies, Inc.","Consumer Cyclical","Apparel Manufacturing","USA",144.21,,9.03,2.38%,29509
2358,"SGH","SMART Global Holdings, Inc.","Technology","Semiconductors","USA",618.16,10.93,13.58,3.19%,640966
2359,"SGHT","Sight Sciences, Inc.","Healthcare","Medical Devices","USA",337.01,,7.41,0.54%,131812
2360,"SGII","Seaport Global Acquisition II Corp.","Financial","Shell Companies","USA",180.60,29.05,10.05,0.00%,86789
2361,"SGLY","Singularity Future Technology Ltd.","Industrials","Integrated Freight & Logistics","USA",43.98,,2.14,2.88%,48923
2362,"SGMA","SigmaTron International, Inc.","Technology","Electronic Components","USA",29.13,10.89,4.76,3.93%,9177
2363,"SGRP","SPAR Group, Inc.","Industrials","Specialty Business Services","USA",40.50,,1.95,2.63%,55652
2364,"SGU","Star Group, L.P.","Energy","Oil & Gas Midstream","USA",312.06,5.98,8.69,2.24%,29793
2365,"SHBI","Shore Bancshares, Inc.","Financial","Banks - Regional","USA",363.17,15.06,18.25,2.24%,49253
2366,"SHEN","Shenandoah Telecommunications Company","Communication Services","Telecom Services","USA",980.97,,19.71,2.34%,134045
2367,"SHFS","SHF Holdings, Inc.","Financial","Banks - Regional","USA",66.61,22.29,2.92,2.82%,141232
2368,"SHPH","Shuttle Pharmaceuticals Holdings, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic","USA",35.77,,2.62,1.95%,434284
2369,"SHQA","Shelter Acquisition Corporation I","Financial","Shell Companies","USA",277.27,21.20,10.01,0.26%,1120
2370,"SHYF","The Shyft Group, Inc.","Industrials","Farm & Heavy Construction Machinery","USA",749.29,18.54,21.89,2.96%,259244
2371,"SIBN","SI-BONE, Inc.","Healthcare","Medical Devices","USA",590.54,,17.42,0.29%,217029
2372,"SIDU","Sidus Space, Inc.","Industrials","Aerospace & Defense","USA",32.16,,1.81,4.62%,201105
2373,"SIEB","Siebert Financial Corp.","Financial","Capital Markets","USA",51.16,45.14,1.58,-1.86%,20059
2374,"SIER","Sierra Lake Acquisition Corp.","Financial","Shell Companies","USA",387.83,19.67,10.05,0.00%,57067
2375,"SIF","SIFCO Industries, Inc.","Industrials","Aerospace & Defense","USA",17.26,,2.95,-2.31%,3483
2376,"SIGA","SIGA Technologies, Inc.","Healthcare","Biotechnology","USA",659.11,10.01,9.19,0.88%,889402
2377,"SII","Sprott Inc.","Financial","Asset Management","Canada",1208.25,25.20,34.87,5.25%,70958
2378,"SILC","Silicom Ltd.","Technology","Communication Equipment","Israel",240.81,20.33,37.51,2.77%,8046
2379,"SILO","Silo Pharma, Inc.","Healthcare","Biotechnology","USA",12.28,2.02,4.25,-4.71%,38521
2380,"SIRE","Sisecam Resources LP","Basic Materials","Chemicals","USA",435.83,8.86,22.50,-0.62%,36992
2381,"SJ","Scienjoy Holding Corporation","Communication Services","Broadcasting","China",64.75,3.80,1.73,4.85%,153288
2382,"SJT","San Juan Basin Royalty Trust","Energy","Oil & Gas E&P","USA",494.33,10.37,10.85,3.24%,973376
2383,"SKE","Skeena Resources Limited","Basic Materials","Other Industrial Metals & Mining","Canada",446.87,,4.54,3.42%,16401
2384,"SKGR","SK Growth Opportunities Corpora","Financial","Shell Companies","USA",261.89,,10.02,0.05%,1
2385,"SKYH","Sky Harbour Group Corporation","Industrials","Aerospace & Defense","USA",188.27,,3.65,-1.35%,8107
2386,"SKYT","SkyWater Technology, Inc.","Technology","Semiconductors","USA",289.74,,7.71,7.98%,162693
2387,"SKYW","SkyWest, Inc.","Industrials","Airlines","USA",935.60,11.00,18.63,3.04%,452102
2388,"SKYX","SKYX Platforms Corp.","Industrials","Electrical Equipment & Parts","USA",280.46,,3.67,0.82%,186736
2389,"SLAC","Social Leverage Acquisition Corp I","Financial","Shell Companies","USA",426.06,39.40,9.89,0.00%,72661
2390,"SLAMU","Slam Corp.","Financial","Shell Companies","USA",715.16,19.02,9.95,-0.00%,2840
2391,"SLGL","Sol-Gel Technologies Ltd.","Healthcare","Biotechnology","Israel",117.80,13.42,4.90,5.15%,1516
2392,"SLNG","Stabilis Solutions, Inc.","Energy","Oil & Gas Integrated","USA",152.33,,8.19,1.49%,102759
2393,"SLNH","Soluna Holdings, Inc.","Technology","Information Technology Services","USA",36.06,,1.39,15.83%,202608
2394,"SLNO","Soleno Therapeutics, Inc.","Healthcare","Diagnostics & Research","USA",10.79,,1.30,-1.52%,71227
2395,"SLRC","SLR Investment Corp.","Financial","Asset Management","USA",739.98,79.47,13.51,2.82%,150106
2396,"SLRX","Salarius Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",6.45,,2.59,16.67%,147529
2397,"SLS","SELLAS Life Sciences Group, Inc.","Healthcare","Biotechnology","USA",74.56,,3.60,25.44%,1013165
2398,"SMBK","SmartFinancial, Inc.","Financial","Banks - Regional","USA",466.48,13.48,28.34,2.79%,60723
2399,"SMID","Smith-Midland Corporation","Basic Materials","Building Materials","USA",123.97,28.14,24.26,-0.57%,1458
2400,"SMIT","Schmitt Industries, Inc.","Technology","Scientific & Technical Instruments","USA",5.04,,1.37,2.23%,28868
2401,"SMLP","Summit Midstream Partners, LP","Energy","Oil & Gas Midstream","USA",184.90,,18.81,-1.26%,30639
2402,"SMLR","Semler Scientific, Inc.","Healthcare","Medical Devices","USA",266.76,24.13,39.00,0.70%,23271
2403,"SMMF","Summit Financial Group, Inc.","Financial","Banks - Regional","USA",361.85,7.81,28.81,0.21%,12903
2404,"SMMT","Summit Therapeutics Inc.","Healthcare","Biotechnology","USA",243.66,,1.13,10.78%,252688
2405,"SMP","Standard Motor Products, Inc.","Consumer Cyclical","Auto Parts","USA",774.80,9.05,36.53,0.69%,107941
2406,"SMSI","Smith Micro Software, Inc.","Technology","Software - Application","USA",124.28,,2.22,8.29%,225160
2407,"SMTC","Semtech Corporation","Technology","Semiconductors","USA",1693.45,11.15,27.38,3.20%,852253
2408,"SMTI","Sanara MedTech Inc.","Healthcare","Medical Instruments & Supplies","USA",237.00,,30.00,1.90%,7974
2409,"SMWB","SIMILARWEB LTD.","Communication Services","Internet Content & Information","Israel",478.40,,6.40,3.73%,47595
2410,"SNBR","Sleep Number Corporation","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",770.70,8.33,35.93,7.22%,582089
2411,"SNCY","Sun Country Airlines Holdings, Inc.","Industrials","Airlines","USA",872.88,72.72,14.98,3.81%,367752
2412,"SND","Smart Sand, Inc.","Energy","Oil & Gas Equipment & Services","USA",79.74,,1.78,-2.20%,64505
2413,"SNDA","Sonida Senior Living, Inc.","Healthcare","Medical Care Facilities","USA",109.76,1.53,16.26,1.63%,8188
2414,"SNDX","Syndax Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",1248.70,,23.21,-0.39%,761656
2415,"SNFCA","Security National Financial Corporation","Financial","Credit Services","USA",119.38,6.02,6.26,0.97%,14410
2416,"SNOA","Sonoma Pharmaceuticals, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic","USA",6.02,,1.96,2.62%,7721
2417,"SNPX","Synaptogenix, Inc.","Healthcare","Biotechnology","USA",44.19,,6.84,2.40%,24233
2418,"SNRH","Senior Connect Acquisition Corp. I","Financial","Shell Companies","USA",518.02,22.96,10.01,0.20%,544782
2419,"SNSE","Sensei Biotherapeutics, Inc.","Healthcare","Biotechnology","USA",46.74,,1.50,6.38%,18575
2420,"SNT","Senstar Technologies Ltd.","Industrials","Security & Protection Services","Israel",40.68,,1.68,0.30%,6219
2421,"SNTG","Sentage Holdings Inc.","Financial","Credit Services","China",6.39,,2.15,3.86%,14682
2422,"SNTI","Senti Biosciences, Inc.","Healthcare","Biotechnology","USA",124.99,,2.66,9.92%,920908
2423,"SOBR","SOBR Safe, Inc.","Technology","Scientific & Technical Instruments","USA",54.51,,3.91,0.26%,7527260
2424,"SOFO","Sonic Foundry, Inc.","Technology","Software - Application","USA",10.70,,1.02,2.00%,21968
2425,"SOHO","Sotherly Hotels Inc.","Real Estate","REIT - Hotel & Motel","USA",39.43,,2.17,-0.46%,41661
2426,"SOHU","Sohu.com Limited","Communication Services","Internet Content & Information","China",541.33,20.26,14.69,1.24%,59345
2427,"SOI","Solaris Oilfield Infrastructure, Inc.","Energy","Oil & Gas Equipment & Services","USA",575.86,40.36,12.47,0.56%,217340
2428,"SONN","Sonnet BioTherapeutics Holdings, Inc.","Healthcare","Biotechnology","USA",5.65,,1.14,0.00%,34979
2429,"SONX","Sonendo, Inc.","Healthcare","Medical Devices","USA",39.72,,1.54,8.45%,101584
2430,"SOPA","Society Pass Incorporated","Technology","Software - Application","Singapore",39.11,,1.53,-3.16%,138135
2431,"SOPH","SOPHiA GENETICS SA","Healthcare","Health Information Services","Switzerland",163.38,,2.39,3.02%,147546
2432,"SOR","Source Capital, Inc.","Financial","Closed-End Fund - Equity","USA",305.99,,37.00,1.84%,23416
2433,"SOS","SOS Limited","Technology","Software - Infrastructure","China",27.82,,4.89,4.94%,88539
2434,"SOTK","Sono-Tek Corporation","Technology","Scientific & Technical Instruments","USA",114.38,80.67,7.18,-0.97%,11177
2435,"SP","SP Plus Corporation","Industrials","Specialty Business Services","USA",818.97,16.46,35.81,3.29%,81890
2436,"SPE","Special Opportunities Fund, Inc.","Financial","Closed-End Fund - Equity","USA",127.81,2.63,11.15,0.45%,92102
2437,"SPFI","South Plains Financial, Inc.","Financial","Banks - Regional","USA",511.31,9.07,29.71,1.71%,40802
2438,"SPGS","Simon Property Group Acquisition Holdings, Inc.","Financial","Shell Companies","USA",428.25,17.07,9.92,0.00%,1601
2439,"SPH","Suburban Propane Partners, L.P.","Utilities","Utilities - Regulated Gas","USA",1027.24,5.98,16.63,1.53%,132648
2440,"SPI","SPI Energy Co., Ltd.","Technology","Solar","USA",39.36,,1.39,3.73%,118035
2441,"SPKBU","Silver Spike Acquisition Corp II","Financial","Shell Companies","USA",357.94,70.64,9.96,0.06%,4
2442,"SPNE","SeaSpine Holdings Corporation","Healthcare","Medical Devices","USA",218.70,,5.86,2.81%,425960
2443,"SPNS","Sapiens International Corporation N.V.","Technology","Software - Application","Israel",1077.00,20.76,19.70,3.79%,198478
2444,"SPOK","Spok Holdings, Inc.","Communication Services","Telecom Services","USA",157.90,,8.06,1.51%,78004
2445,"SPRB","Spruce Biosciences, Inc.","Healthcare","Biotechnology","USA",29.08,,1.12,4.67%,53380
2446,"SPRO","Spero Therapeutics, Inc.","Healthcare","Biotechnology","USA",67.65,,1.94,3.74%,632471
2447,"SPTN","SpartanNash Company","Consumer Defensive","Food Distribution","USA",1168.94,20.11,34.30,2.54%,156491
2448,"SPWH","Sportsman's Warehouse Holdings, Inc.","Consumer Cyclical","Leisure","USA",337.42,4.04,8.84,4.62%,481654
2449,"SPXX","Nuveen S&P 500 Dynamic Overwrite Fund","Financial","Closed-End Fund - Equity","USA",292.68,6.96,16.71,1.83%,69262
2450,"SQFT","Presidio Property Trust, Inc.","Real Estate","REIT - Diversified","USA",14.53,,1.22,2.52%,14103
2451,"SQNS","Sequans Communications S.A.","Technology","Semiconductors","France",174.87,,3.65,3.99%,9005
2452,"SQZ","SQZ Biotechnologies Company","Healthcare","Biotechnology","USA",84.79,,2.83,2.54%,14236
2453,"SRAX","SRAX, Inc.","Communication Services","Advertising Agencies","USA",43.16,,1.64,0.61%,53180
2454,"SRDX","Surmodics, Inc.","Healthcare","Diagnostics & Research","USA",424.70,,31.00,1.94%,15693
2455,"SRG","Seritage Growth Properties","Real Estate","REIT - Retail","USA",588.75,,11.14,5.29%,794375
2456,"SRGA","Surgalign Holdings, Inc.","Healthcare","Medical Devices","USA",21.09,,3.12,-0.95%,53304
2457,"SRI","Stoneridge, Inc.","Consumer Cyclical","Auto Parts","USA",520.56,,19.96,2.25%,103636
2458,"SRL","Scully Royalty Ltd.","Financial","Capital Markets","Hong Kong",118.48,24.77,8.00,5.26%,3480
2459,"SRLP","Sprague Resources LP","Energy","Oil & Gas Refining & Marketing","USA",534.63,,20.39,0.00%,255278
2460,"SRRK","Scholar Rock Holding Corporation","Healthcare","Biotechnology","USA",405.81,,8.10,10.35%,333574
2461,"SRSAU","Sarissa Capital Acquisition Corp.","Financial","Shell Companies","USA",251.13,,10.04,0.00%,0
2462,"SRT","Startek, Inc.","Industrials","Specialty Business Services","USA",142.51,20.23,3.56,-0.56%,39604
2463,"SRTS","Sensus Healthcare, Inc.","Healthcare","Medical Devices","USA",198.83,8.48,12.80,-5.71%,501487
2464,"SRV","The Cushing MLP & Infrastructure Total Return Fund","Financial","Closed-End Fund - Equity","USA",75.69,,34.67,0.72%,11337
2465,"SRZN","Surrozen, Inc.","Healthcare","Biotechnology","USA",83.13,,2.44,-6.87%,3728
2466,"SSBI","Summit State Bank","Financial","Banks - Regional","USA",99.72,6.28,14.95,-0.73%,1078
2467,"SSNT","SilverSun Technologies, Inc.","Technology","Software - Application","USA",20.19,,4.03,-1.71%,15363
2468,"SSP","The E.W. Scripps Company","Communication Services","Broadcasting","USA",1212.12,10.79,14.88,0.54%,158236
2469,"SSSS","SuRo Capital Corp.","Financial","Asset Management","USA",114.75,0.47,4.05,6.58%,172707
2470,"SST","System1, Inc.","Industrials","Specialty Business Services","USA",506.57,,5.83,-2.83%,99805
2471,"SSTI","ShotSpotter, Inc.","Technology","Software - Application","USA",433.05,,36.73,0.77%,50934
2472,"SSYS","Stratasys Ltd.","Technology","Computer Hardware","USA",949.24,,14.57,5.89%,297553
2473,"STAF","Staffing 360 Solutions, Inc.","Industrials","Staffing & Employment Services","USA",7.12,0.15,2.93,-2.98%,6328
2474,"STBA","S&T Bancorp, Inc.","Financial","Banks - Regional","USA",1353.06,36.29,36.51,1.87%,174696
2475,"STBX","Starbox Group Holdings Ltd.","Communication Services","Internet Content & Information","Malaysia",74.25,23.57,1.65,3.12%,119843
2476,"STCN","Steel Connect, Inc.","Industrials","Integrated Freight & Logistics","USA",83.43,,1.38,-0.72%,21193
2477,"STEL","Stellar Bancorp, Inc.","Financial","Banks - Regional","USA",1511.29,19.90,29.30,2.20%,171146
2478,"STEW","SRH Total Return Fund, Inc.","Financial","Asset Management","USA",1150.48,,11.82,0.94%,69368
2479,"STG","Sunlands Technology Group","Consumer Defensive","Education & Training Services","China",58.26,0.73,4.10,0.00%,2141
2480,"STIM","Neuronetics, Inc.","Healthcare","Diagnostics & Research","USA",82.88,,3.25,2.20%,153525
2481,"STK","Columbia Seligman Premium Technology Growth Fund","Financial","Closed-End Fund - Equity","USA",403.87,,24.96,1.84%,26688
2482,"STKH","Steakholder Foods Ltd.","Consumer Defensive","Packaged Foods","Israel",22.04,,1.67,8.44%,44974
2483,"STKS","The ONE Group Hospitality, Inc.","Consumer Cyclical","Restaurants","USA",219.06,9.03,6.78,3.04%,28011
2484,"STOK","Stoke Therapeutics, Inc.","Healthcare","Biotechnology","USA",564.18,,14.89,4.20%,209712
2485,"STRE","Supernova Partners Acquisition Company III, Ltd.","Financial","Shell Companies","USA",349.89,8.86,9.96,0.00%,0
2486,"STRL","Sterling Infrastructure, Inc.","Industrials","Engineering & Construction","USA",796.13,15.00,26.34,4.32%,184061
2487,"STRM","Streamline Health Solutions, Inc.","Healthcare","Health Information Services","USA",70.66,,1.47,11.36%,43628
2488,"STRN","Stran & Company, Inc.","Communication Services","Advertising Agencies","USA",28.49,,1.51,1.34%,35100
2489,"STRO","Sutro Biopharma, Inc.","Healthcare","Biotechnology","USA",348.46,,6.94,7.26%,441432
2490,"STRR","Star Equity Holdings, Inc.","Healthcare","Diagnostics & Research","USA",15.15,,1.01,1.00%,75521
2491,"STRS","Stratus Properties Inc.","Real Estate","Real Estate - Diversified","USA",198.36,3.42,24.25,0.62%,10062
2492,"STRT","Strattec Security Corporation","Consumer Cyclical","Auto Parts","USA",98.16,13.36,24.00,1.05%,3828
2493,"STSA","Satsuma Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",165.27,,5.26,3.75%,72044
2494,"STSS","Sharps Technology, Inc.","Healthcare","Medical Instruments & Supplies","USA",10.03,,1.07,3.70%,31964
2495,"STTK","Shattuck Labs, Inc.","Healthcare","Biotechnology","USA",122.42,,2.91,-0.68%,57325
2496,"STXS","Stereotaxis, Inc.","Healthcare","Medical Instruments & Supplies","USA",124.89,,1.69,9.03%,134697
2497,"SUAC","ShoulderUp Technology Acquisition Corp.","Financial","Shell Companies","USA",418.00,,10.00,-0.30%,178289
2498,"SUNW","Sunworks, Inc.","Technology","Solar","USA",73.79,,2.26,8.13%,773993
2499,"SUP","Superior Industries International, Inc.","Consumer Cyclical","Auto Parts","USA",106.27,,4.10,4.59%,116892
2500,"SUPN","Supernus Pharmaceuticals, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic","USA",1792.48,34.71,34.26,1.09%,183045
2501,"SUPV","Grupo Supervielle S.A.","Financial","Banks - Regional","Argentina",296.11,,1.91,1.33%,321514
2502,"SURG","SurgePays, Inc.","Technology","Software - Application","USA",69.14,,5.58,11.94%,273932
2503,"SVFA","SVF Investment Corp.","Financial","Shell Companies","USA",646.60,17.92,10.00,0.10%,42766
2504,"SVFAU","SVF Investment Corp.","Financial","Shell Companies","USA",647.02,,10.00,0.00%,4955
2505,"SVFB","SVF Investment Corp. 2","Financial","Shell Companies","USA",293.92,,9.96,0.00%,237318
2506,"SVFD","Save Foods, Inc.","Basic Materials","Agricultural Inputs","USA",5.70,,2.02,3.06%,80573
